en,es
"Consider briefly an important source of aesthetic pleasure, the magnetic pull of beautiful landscapes.","['Consideren brevemente una fuente importante de placer aestético, la fuente magnética de paisajes hermosos.']"
"People in very different cultures all over the world tend to like a particular kind of landscape, a landscape that just happens to be similar to the pleistocene savannas where we evolved.","['Las personas en culturas muy diferentes del mundo tienden a conocer un tipo de paisaje particular, un paisaje que similar a las sabanas pleistocénicas donde evolucionamos.']"
"This landscape shows up today on calendars, on postcards, in the design of golf courses and public parks and in gold-framed pictures that hang in living rooms from New York to New Zealand.","['Este paisaje se presenta hoy en calendarios, en tarjetas postales, en el diseño de clubes de golf, parques públicos y en imágenes de oro que cortan en salas de estar de Nueva York a Nueva Zelanda.']"
It's a kind of Hudson River school landscape featuring open spaces of low grasses interspersed with copses of trees.,['Es un tipo de paisaje escolar de Hudson River que tiene espacios abiertos de agujeros bajos interspersos con copsas de árboles.']
"The trees, by the way, are often preferred if they fork near the ground, that is to say, if they're trees you could scramble up if you were in a tight fix.","['Los árboles, por cierto, son a menudo preferidos si transportan cerca del suelo, es decir, si son árboles que pudieran resolver si estuvieran en una resolución fuerte.']"
"The landscape shows the presence of water directly in view, or evidence of water in a bluish distance, indications of animal or bird life as well as diverse greenery and finally -- get this -- a path or a road, perhaps a riverbank or a shoreline, that exte","['El paisaje muestra la presencia de agua directamente en vista, o evidencia de agua en una distancia azul, indicaciones de vida animal o aves así como diversas vegetalidades y finalmente, observen esto, un camino o un camino, quizás un río.']"
"This landscape type is regarded as beautiful, even by people in countries that don't have it.The ideal savanna landscape is one of the clearest examples where human beings everywhere find beauty in similar visual experience.But, someone might argue, that's","['Este tipo de paisaje se conoce como hermoso, incluso por personas en países que no lo tienen.El paisaje ideal de savana es uno de los ejemplos más claros donde los seres humanos encuentran belleza en una experiencia visual similar.']"
How about artistic beauty?,['¿Y la belleza artística?']
Isn't that exhaustively cultural?,['¿No es exhaustivamente cultural?']
"No, I don't think it is.","['No, no creo que lo sea.']"
"And once again, I'd like to look back to prehistory to say something about it.","['Y una vez más, me gustaría volver a la prehistoria para decir algo sobre ello.']"
It is widely assumed that the earliest human artworks are the stupendously skillful cave paintings that we all know from Lascaux and Chauvet.,['Se supone muy ampliamente que las primeras artes humanas son las pinturas estupendamente habilidades de cave que todos conocemos de Lascaux y Chauvet.']
"Chauvet caves are about 32,000 years old, along with a few small, realistic sculptures of women and animals from the same period.","['Las caves de Chauvet tienen unos 32 000 años, junto con unas pequeñas esculturas realistas de mujeres y animales del mismo período.']"
"But artistic and decorative skills are actually much older than that.Beautiful shell necklaces that look like something you'd see at an arts and crafts fair, as well as ochre body paint, have been found from around 100,000 years ago.But the most intriguing","['Pero las habilidades artísticas y decorativas en realidad son mucho más viejas que eso.Hermosos cabellos de piedra que parecen algo que verían en una justicia justa, así como la pintura de cuerpo ocra, se han encontrado de alrededor de 100 000 años.']"
I have in mind the so-called Acheulian hand axes.,['Tengo en mente los ejes de mano acheulianos.']
The oldest stone tools are choppers from the Olduvai Gorge in East Africa.,['Las herramientas más antiguas son las herramientas de piedra de Olduvai en África Oriental.']
They go back about two-and-a-half-million years.,['Regresan unos dos y medio millones de años.']
"These crude tools were around for thousands of centuries, until around 1.4 million years ago when Homo erectus started shaping single, thin stone blades, sometimes rounded ovals, but often in what are to our eyes an arresting, symmetrical pointed leaf or t","['Estas herramientas crudas estaban alrededor durante miles de siglos, hasta alrededor de 1,4 millones de años cuando Homo erectus empezó a formar hojas de piedra, a veces ovales rondados, pero a menudo en lo que para nuestros ojos es una arrestante.']"
"These Acheulian hand axes -- they're named after St. Acheul in France, where finds were made in 19th century -- have been unearthed in their thousands, scattered across Asia, Europe and Africa, almost everywhere Homo erectus and Homo ergaster roamed.","['Estos ejes de manos acheulianos, llamados después de San Acheul en Francia, donde los encuentros fueron hechos en el siglo XXI, se han desarrollado en sus miles, escaterizados por todas partes de Asia, Europa y África, casi todas partes de Asia, Europa ']"
"Now, the sheer numbers of these hand axes shows that they can't have been made for butchering animals.",['Los grandes números de estos ejes de mano muestran que no pueden haber sido hechos para bocar animales.']
"And the plot really thickens when you realize that, unlike other pleistocene tools, the hand axes often exhibit no evidence of wear on their delicate blade edges.","['Y el resultado realmente se da cuenta de que, a diferencia de otras herramientas de pleistoceno, los ejes de mano a menudo no exhiben ninguna evidencia de uso en sus bordes delicados.']"
"And some, in any event, are too big to use for butchery.","['Y algunos, en cualquier evento, son demasiado grandes para usar para la boca.']"
"Their symmetry, their attractive materials and, above all, their meticulous workmanship are simply quite beautiful to our eyes, even today.So what were these ancient -- I mean, they're ancient, they're foreign, but they're at the same time somehow familiar","['Su simetría, sus materiales atractivos y, por supuesto, su meticulosa trabajo son simplemente hermosas para nuestros ojos, incluso hoy.Entonces, ¿qué fueron estos antiguos, quiero decir, son antiguos, son extranjeros, pero están en el mundo de los ant']"
"The best available answer is that they were literally the earliest known works of art, practical tools transformed into captivating aesthetic objects, contemplated both for their elegant shape and their virtuoso craftsmanship.","['La mejor respuesta disponible es que fueron literalmente los primeros obras conocidos del arte, herramientas prácticas transformadas en captivar objetos aestéticos, contemplaron tanto por su elegante forma como por su elegante forma y su virtuosa diseñ']"
"Hand axes mark an evolutionary advance in human history -- tools fashioned to function as what Darwinians call ""fitness signals"" -- that is to say, displays that are performances like the peacock's tail, except that, unlike hair and feathers, the hand axes","['Los ejes de manos marcan un avance evolutivo en la historia humana, herramientas modeladas para funcionar como lo que los darwinianos llaman ""señales de entrenamiento"", es decir, dispositivos que son rendimientos como la cola del papa, a pesar de que, a ']"
"Competently made hand axes indicated desirable personal qualities -- intelligence, fine motor control, planning ability, conscientiousness and sometimes access to rare materials.","['Los ejes de mano competente indicaron calidades personales deseables: inteligencia, control de motores buenos, capacidad de planificar, conciencia y a veces acceso a materiales raros.']"
"Over tens of thousands of generations, such skills increased the status of those who displayed them and gained a reproductive advantage over the less capable.You know, it's an old line, but it has been shown to work -- ""Why don't you come up to my cave, so","['Más de diez de miles de generaciones, estas habilidades aumentaron el estatus de quienes las disponían y obtuvieron una ventaja reproductiva sobre los menos capaces.Ya saben, es una línea vieja, pero se ha demostrado funcionar... ""¿Por qué la vida?']"
"It's hard to grasp, but it's an incredible fact.","['Es difícil de averiguar, pero es un hecho increíble.']"
"This object was made by a hominid ancestor, Homo erectus or Homo ergaster, between 50,000 and 100,000 years before language.","['Este objeto fue hecho por un ancestro homínido, Homo erectus o Homo ergaster, entre 50 000 y 100 000 años antes del lenguaje.']"
"Stretching over a million years, the hand axe tradition is the longest artistic tradition in human and proto-human history.","['En más de más de un millón de años, la tradición artística más larga es la tradición artística más larga en la historia humana y protohumana.']"
